algo,mse,alpha,dataset
albopt_pow2,0.5365,1.0,places
albopt_pow2_max_c,0.402,1.0,places
random_sim,0.7948,1.0,places
greedy_sim,0.9901,1.0,places
albopt,0.3478,1.0,places
albopt_pow2,0.339,1.0,places
albopt_pow2_max_c,0.2817,1.0,places
random_sim,2.6116,1.0,places
greedy_sim,1.1905,1.0,places
albopt,0.6875,1.0,places
albopt_pow2,0.7744,1.0,places
albopt_pow2_max_c,0.8393,1.0,places
random_sim,1.3469,1.0,places
greedy_sim,1.0326,1.0,places
albopt,0.8636,1.0,places
albopt_pow2,0.9014,1.0,places
albopt_pow2_max_c,1.2062,1.0,places
random_sim,0.8274,1.0,places
greedy_sim,1.1436,1.0,places
albopt,0.1448,1.0,places
albopt_pow2,0.131,1.0,places
albopt_pow2_max_c,0.1019,1.0,places
random_sim,1.0761,1.0,places
greedy_sim,0.6617,1.0,places
albopt,0.1893,1.0,places
albopt_pow2,0.212,1.0,places
albopt_pow2_max_c,0.33,1.0,places
random_sim,0.7955,1.0,places
greedy_sim,0.759,1.0,places
albopt,0.5159,1.0,places
albopt_pow2,0.4195,1.0,places
albopt_pow2_max_c,0.403,1.0,places
random_sim,1.0629,1.0,places
greedy_sim,0.9746,1.0,places
albopt,0.682,1.0,places
albopt_pow2,0.7536,1.0,places
albopt_pow2_max_c,0.8402,1.0,places
random_sim,1.161,1.0,places
greedy_sim,1.1061,1.0,places
albopt,0.4575,1.0,places
albopt_pow2,0.6775,1.0,places
albopt_pow2_max_c,0.6012,1.0,places
random_sim,0.6807,1.0,places
greedy_sim,0.816,1.0,places
albopt,0.8265,1.0,places
albopt_pow2,0.7574,1.0,places
albopt_pow2_max_c,0.6827,1.0,places
random_sim,0.7728,1.0,places
greedy_sim,1.278,1.0,places
albopt,0.136,5.0,places
albopt_pow2,0.228,5.0,places
albopt_pow2_max_c,0.2582,5.0,places
random_sim,0.9654,5.0,places
greedy_sim,0.5989,5.0,places
albopt,0.4177,5.0,places
albopt_pow2,0.712,5.0,places
albopt_pow2_max_c,0.6398,5.0,places
random_sim,0.6483,5.0,places
greedy_sim,0.9728,5.0,places
albopt,0.697,5.0,places
albopt_pow2,0.8588,5.0,places
albopt_pow2_max_c,0.9277,5.0,places
random_sim,1.112,5.0,places
greedy_sim,1.8875,5.0,places
albopt,0.4772,5.0,places
albopt_pow2,0.5945,5.0,places
albopt_pow2_max_c,0.583,5.0,places
random_sim,0.4166,5.0,places
greedy_sim,1.1743,5.0,places
albopt,0.1476,5.0,places
albopt_pow2,0.1623,5.0,places
albopt_pow2_max_c,0.2059,5.0,places
random_sim,0.9113,5.0,places
greedy_sim,0.2804,5.0,places
albopt,0.3761,5.0,places
albopt_pow2,0.5668,5.0,places
albopt_pow2_max_c,0.6313,5.0,places
random_sim,0.7939,5.0,places
greedy_sim,2.0467,5.0,places
albopt,0.4988,5.0,places
albopt_pow2,0.5797,5.0,places
albopt_pow2_max_c,0.7508,5.0,places
random_sim,0.9908,5.0,places
greedy_sim,0.8628,5.0,places
albopt,0.4303,5.0,places
albopt_pow2,0.8416,5.0,places
albopt_pow2_max_c,0.7355,5.0,places
random_sim,0.8589,5.0,places
greedy_sim,1.2813,5.0,places
albopt,0.5067,5.0,places
albopt_pow2,0.7247,5.0,places
albopt_pow2_max_c,0.7247,5.0,places
random_sim,1.0448,5.0,places
greedy_sim,1.1689,5.0,places
albopt,0.5195,5.0,places
albopt_pow2,0.7024,5.0,places
albopt_pow2_max_c,0.6579,5.0,places
random_sim,0.4671,5.0,places
greedy_sim,1.212,5.0,places
albopt,0.4327,5.0,places
albopt_pow2,0.5733,5.0,places
albopt_pow2_max_c,0.5982,5.0,places
random_sim,0.7691,5.0,places
greedy_sim,1.0382,5.0,places
albopt,0.5046,5.0,places
albopt_pow2,0.646,5.0,places
albopt_pow2_max_c,0.7738,5.0,places
random_sim,0.2899,5.0,places
greedy_sim,0.9903,5.0,places
albopt,0.4295,5.0,places
albopt_pow2,0.5469,5.0,places
albopt_pow2_max_c,0.6858,5.0,places
random_sim,0.5053,5.0,places
greedy_sim,1.2325,5.0,places
albopt,0.5059,5.0,places
albopt_pow2,0.7408,5.0,places
albopt_pow2_max_c,0.7833,5.0,places
random_sim,0.4254,5.0,places
greedy_sim,2.1297,5.0,places
albopt,0.3053,5.0,places
albopt_pow2,0.4583,5.0,places
albopt_pow2_max_c,0.5551,5.0,places
random_sim,1.0261,5.0,places
greedy_sim,0.9113,5.0,places
albopt,0.248,5.0,places
albopt_pow2,0.2825,5.0,places
albopt_pow2_max_c,0.3532,5.0,places
random_sim,0.3311,5.0,places
greedy_sim,0.7809,5.0,places
albopt,0.5519,5.0,places
albopt_pow2,0.7927,5.0,places
albopt_pow2_max_c,0.7688,5.0,places
random_sim,1.2522,5.0,places
greedy_sim,1.0124,5.0,places
albopt,0.2152,5.0,places
albopt_pow2,0.3126,5.0,places
albopt_pow2_max_c,0.317,5.0,places
random_sim,0.672,5.0,places
greedy_sim,0.3657,5.0,places
albopt,0.1918,5.0,places
albopt_pow2,0.1837,5.0,places
albopt_pow2_max_c,0.3091,5.0,places
random_sim,0.451,5.0,places
greedy_sim,0.9144,5.0,places
albopt,0.5805,5.0,places
albopt_pow2,0.6229,5.0,places
albopt_pow2_max_c,0.6267,5.0,places
random_sim,0.5462,5.0,places
greedy_sim,0.8501,5.0,places
albopt,0.2743,5.0,places
albopt_pow2,0.4045,5.0,places
albopt_pow2_max_c,0.5791,5.0,places
random_sim,0.9626,5.0,places
greedy_sim,0.4797,5.0,places
albopt,0.4978,5.0,places
albopt_pow2,0.6902,5.0,places
albopt_pow2_max_c,0.9696,5.0,places
random_sim,0.5246,5.0,places
greedy_sim,1.0139,5.0,places
albopt,0.4597,5.0,places
albopt_pow2,0.5709,5.0,places
albopt_pow2_max_c,0.5666,5.0,places
random_sim,1.2686,5.0,places
greedy_sim,0.8384,5.0,places
albopt,0.4289,5.0,places
albopt_pow2,0.4475,5.0,places
albopt_pow2_max_c,0.3857,5.0,places
random_sim,1.2036,5.0,places
greedy_sim,1.5329,5.0,places
albopt,0.3683,5.0,places
albopt_pow2,0.4972,5.0,places
albopt_pow2_max_c,0.5903,5.0,places
random_sim,1.0041,5.0,places
greedy_sim,0.6517,5.0,places
albopt,0.4639,5.0,places
albopt_pow2,0.7253,5.0,places
albopt_pow2_max_c,0.721,5.0,places
random_sim,0.9646,5.0,places
greedy_sim,1.956,5.0,places
albopt,0.2932,5.0,places
albopt_pow2,0.5026,5.0,places
albopt_pow2_max_c,0.4427,5.0,places
random_sim,0.453,5.0,places
greedy_sim,1.1181,5.0,places
albopt,0.3572,5.0,places
albopt_pow2,0.4684,5.0,places
albopt_pow2_max_c,0.6122,5.0,places
random_sim,0.1765,5.0,places
greedy_sim,0.94,5.0,places
albopt,0.7537,5.0,places
albopt_pow2,0.8979,5.0,places
albopt_pow2_max_c,0.9278,5.0,places
random_sim,1.0628,5.0,places
greedy_sim,1.6872,5.0,places
albopt,0.5661,5.0,places
albopt_pow2,0.6623,5.0,places
albopt_pow2_max_c,0.8319,5.0,places
random_sim,1.0408,5.0,places
greedy_sim,1.3961,5.0,places
albopt,0.3525,5.0,places
albopt_pow2,0.6798,5.0,places
albopt_pow2_max_c,0.8534,5.0,places
random_sim,0.3305,5.0,places
greedy_sim,1.1856,5.0,places
albopt,0.5739,5.0,places
albopt_pow2,0.824,5.0,places
albopt_pow2_max_c,0.9756,5.0,places
random_sim,0.6956,5.0,places
greedy_sim,1.5368,5.0,places
albopt,0.5238,5.0,places
albopt_pow2,0.6389,5.0,places
albopt_pow2_max_c,0.7183,5.0,places
random_sim,1.2398,5.0,places
greedy_sim,0.5662,5.0,places
albopt,0.3638,5.0,places
albopt_pow2,0.5355,5.0,places
albopt_pow2_max_c,0.6538,5.0,places
random_sim,0.75,5.0,places
greedy_sim,0.7924,5.0,places
albopt,0.7488,5.0,places
albopt_pow2,1.3793,5.0,places
albopt_pow2_max_c,1.8289,5.0,places
random_sim,0.6167,5.0,places
greedy_sim,2.9985,5.0,places
albopt,0.3461,5.0,places
albopt_pow2,0.5276,5.0,places
albopt_pow2_max_c,0.6545,5.0,places
random_sim,0.9053,5.0,places
greedy_sim,0.6008,5.0,places
albopt,0.559,5.0,places
albopt_pow2,0.8291,5.0,places
albopt_pow2_max_c,0.9486,5.0,places
random_sim,0.8009,5.0,places
greedy_sim,1.1807,5.0,places
albopt,0.8192,5.0,places
albopt_pow2,0.8639,5.0,places
albopt_pow2_max_c,0.9396,5.0,places
random_sim,0.2604,5.0,places
greedy_sim,2.267,5.0,places
albopt,0.6574,5.0,places
albopt_pow2,0.7053,5.0,places
albopt_pow2_max_c,0.632,5.0,places
random_sim,0.523,5.0,places
greedy_sim,1.3631,5.0,places
albopt,0.6061,5.0,places
albopt_pow2,0.8434,5.0,places
albopt_pow2_max_c,0.9951,5.0,places
random_sim,0.5148,5.0,places
greedy_sim,1.7839,5.0,places
albopt,0.2374,5.0,places
albopt_pow2,0.4094,5.0,places
albopt_pow2_max_c,0.2987,5.0,places
random_sim,0.4435,5.0,places
greedy_sim,0.6273,5.0,places
albopt,0.338,5.0,places
albopt_pow2,0.3693,5.0,places
albopt_pow2_max_c,0.476,5.0,places
random_sim,0.6672,5.0,places
greedy_sim,1.1896,5.0,places
albopt,0.4829,5.0,places
albopt_pow2,0.56,5.0,places
albopt_pow2_max_c,0.6007,5.0,places
random_sim,0.5198,5.0,places
greedy_sim,1.1711,5.0,places
albopt,0.6516,5.0,places
albopt_pow2,0.788,5.0,places
albopt_pow2_max_c,0.7355,5.0,places
random_sim,1.0243,5.0,places
greedy_sim,1.8025,5.0,places
albopt,0.657,5.0,places
albopt_pow2,0.6789,5.0,places
albopt_pow2_max_c,0.9169,5.0,places
random_sim,0.7808,5.0,places
greedy_sim,0.7829,5.0,places
albopt,0.2566,5.0,places
albopt_pow2,0.3738,5.0,places
albopt_pow2_max_c,0.4995,5.0,places
random_sim,1.3044,5.0,places
greedy_sim,0.8574,5.0,places
albopt,0.624,5.0,places
albopt_pow2,0.7873,5.0,places
albopt_pow2_max_c,0.8172,5.0,places
random_sim,0.2626,5.0,places
greedy_sim,0.9181,5.0,places
albopt,0.2985,5.0,places
albopt_pow2,0.3257,5.0,places
albopt_pow2_max_c,0.3515,5.0,places
random_sim,0.917,5.0,places
greedy_sim,0.5498,5.0,places
albopt,0.6122,5.0,places
albopt_pow2,0.8454,5.0,places
albopt_pow2_max_c,0.7943,5.0,places
random_sim,1.0055,5.0,places
greedy_sim,0.7446,5.0,places
albopt,0.1307,5.0,places
albopt_pow2,0.1929,5.0,places
albopt_pow2_max_c,0.2774,5.0,places
random_sim,0.701,5.0,places
greedy_sim,0.3676,5.0,places
albopt,0.5422,5.0,places
albopt_pow2,0.644,5.0,places
albopt_pow2_max_c,0.6738,5.0,places
random_sim,0.9659,5.0,places
greedy_sim,1.2146,5.0,places
albopt,0.5705,5.0,places
albopt_pow2,0.6782,5.0,places
albopt_pow2_max_c,0.6388,5.0,places
random_sim,0.6906,5.0,places
greedy_sim,0.5655,5.0,places
albopt,0.3323,5.0,places
albopt_pow2,0.5423,5.0,places
albopt_pow2_max_c,0.5425,5.0,places
random_sim,0.8003,5.0,places
greedy_sim,0.8585,5.0,places
albopt,1.0709,5.0,places
albopt_pow2,1.3541,5.0,places
albopt_pow2_max_c,1.2935,5.0,places
random_sim,0.3471,5.0,places
greedy_sim,1.8336,5.0,places
albopt,0.4089,5.0,places
albopt_pow2,0.6555,5.0,places
albopt_pow2_max_c,0.7515,5.0,places
random_sim,1.0338,5.0,places
greedy_sim,1.059,5.0,places
albopt,0.6931,5.0,places
albopt_pow2,0.9309,5.0,places
albopt_pow2_max_c,0.9889,5.0,places
random_sim,1.881,5.0,places
greedy_sim,0.7882,5.0,places
albopt,0.4157,5.0,places
albopt_pow2,0.495,5.0,places
albopt_pow2_max_c,0.476,5.0,places
random_sim,1.044,5.0,places
greedy_sim,1.159,5.0,places
albopt,0.439,5.0,places
albopt_pow2,0.4173,5.0,places
albopt_pow2_max_c,0.4923,5.0,places
random_sim,0.3528,5.0,places
greedy_sim,0.7292,5.0,places
albopt,0.5954,5.0,places
albopt_pow2,0.6178,5.0,places
albopt_pow2_max_c,0.7072,5.0,places
random_sim,0.9065,5.0,places
greedy_sim,0.8478,5.0,places
albopt,0.4605,5.0,places
albopt_pow2,0.4784,5.0,places
albopt_pow2_max_c,0.6443,5.0,places
random_sim,0.7101,5.0,places
greedy_sim,0.947,5.0,places
albopt,0.5732,5.0,places
albopt_pow2,0.7878,5.0,places
albopt_pow2_max_c,0.7443,5.0,places
random_sim,0.7954,5.0,places
greedy_sim,1.3175,5.0,places
albopt,0.4851,5.0,places
albopt_pow2,0.6311,5.0,places
albopt_pow2_max_c,0.7868,5.0,places
random_sim,0.5833,5.0,places
greedy_sim,1.1525,5.0,places
albopt,0.1522,5.0,places
albopt_pow2,0.1722,5.0,places
albopt_pow2_max_c,0.2294,5.0,places
random_sim,0.732,5.0,places
greedy_sim,0.8867,5.0,places
albopt,0.2235,5.0,places
albopt_pow2,0.2853,5.0,places
albopt_pow2_max_c,0.455,5.0,places
random_sim,0.7196,5.0,places
greedy_sim,0.8752,5.0,places
albopt,0.7894,5.0,places
albopt_pow2,0.9166,5.0,places
albopt_pow2_max_c,0.9651,5.0,places
random_sim,1.1085,5.0,places
greedy_sim,1.354,5.0,places
albopt,0.2314,5.0,places
albopt_pow2,0.3697,5.0,places
albopt_pow2_max_c,0.3889,5.0,places
random_sim,0.3519,5.0,places
greedy_sim,1.1437,5.0,places
albopt,0.5768,5.0,places
albopt_pow2,0.6004,5.0,places
albopt_pow2_max_c,0.5985,5.0,places
random_sim,0.5802,5.0,places
greedy_sim,0.8428,5.0,places
albopt,0.4366,5.0,places
albopt_pow2,0.5093,5.0,places
albopt_pow2_max_c,0.6052,5.0,places
random_sim,0.7988,5.0,places
greedy_sim,0.7801,5.0,places
albopt,0.48,5.0,places
albopt_pow2,0.6832,5.0,places
albopt_pow2_max_c,0.8788,5.0,places
random_sim,0.5692,5.0,places
greedy_sim,1.322,5.0,places
albopt,0.2084,5.0,places
albopt_pow2,0.2149,5.0,places
albopt_pow2_max_c,0.2838,5.0,places
random_sim,0.5651,5.0,places
greedy_sim,0.2889,5.0,places
albopt,0.2398,5.0,places
albopt_pow2,0.3753,5.0,places
albopt_pow2_max_c,0.4907,5.0,places
random_sim,0.6279,5.0,places
greedy_sim,0.9413,5.0,places
albopt,0.2423,5.0,places
albopt_pow2,0.222,5.0,places
albopt_pow2_max_c,0.3204,5.0,places
random_sim,0.2451,5.0,places
greedy_sim,0.8905,5.0,places
albopt,0.52,5.0,places
albopt_pow2,0.6108,5.0,places
albopt_pow2_max_c,0.7733,5.0,places
random_sim,1.4525,5.0,places
greedy_sim,0.8889,5.0,places
albopt,0.8144,5.0,places
albopt_pow2,1.0191,5.0,places
albopt_pow2_max_c,1.0797,5.0,places
random_sim,0.3437,5.0,places
greedy_sim,1.7688,5.0,places
albopt,0.4444,5.0,places
albopt_pow2,0.5087,5.0,places
albopt_pow2_max_c,0.5058,5.0,places
random_sim,0.7806,5.0,places
greedy_sim,0.8408,5.0,places
albopt,0.3372,5.0,places
albopt_pow2,0.5684,5.0,places
albopt_pow2_max_c,0.7019,5.0,places
random_sim,0.7112,5.0,places
greedy_sim,1.0459,5.0,places
albopt,0.2148,5.0,places
albopt_pow2,0.3103,5.0,places
albopt_pow2_max_c,0.3559,5.0,places
random_sim,0.9057,5.0,places
greedy_sim,0.5552,5.0,places
albopt,0.5101,5.0,places
albopt_pow2,0.5436,5.0,places
albopt_pow2_max_c,0.4591,5.0,places
random_sim,0.5676,5.0,places
greedy_sim,0.6252,5.0,places
albopt,0.3701,5.0,places
albopt_pow2,0.5124,5.0,places
albopt_pow2_max_c,0.6672,5.0,places
random_sim,0.4398,5.0,places
greedy_sim,1.2541,5.0,places
albopt,0.6166,5.0,places
albopt_pow2,0.7886,5.0,places
albopt_pow2_max_c,0.8975,5.0,places
random_sim,0.8364,5.0,places
greedy_sim,1.1819,5.0,places
albopt,0.531,5.0,places
albopt_pow2,0.7264,5.0,places
albopt_pow2_max_c,0.7872,5.0,places
random_sim,0.4945,5.0,places
greedy_sim,1.5026,5.0,places
albopt,0.2619,5.0,places
albopt_pow2,0.3924,5.0,places
albopt_pow2_max_c,0.426,5.0,places
random_sim,1.3489,5.0,places
greedy_sim,0.9056,5.0,places
albopt,0.4126,5.0,places
albopt_pow2,0.5698,5.0,places
albopt_pow2_max_c,0.5552,5.0,places
random_sim,1.1376,5.0,places
greedy_sim,1.3026,5.0,places
albopt,0.7045,5.0,places
albopt_pow2,0.8386,5.0,places
albopt_pow2_max_c,0.9193,5.0,places
random_sim,0.5057,5.0,places
greedy_sim,1.4049,5.0,places
albopt,0.6936,5.0,places
albopt_pow2,0.9783,5.0,places
albopt_pow2_max_c,0.9427,5.0,places
random_sim,1.0361,5.0,places
greedy_sim,1.0544,5.0,places
albopt,0.5062,5.0,places
albopt_pow2,0.5911,5.0,places
albopt_pow2_max_c,0.6184,5.0,places
random_sim,0.6835,5.0,places
greedy_sim,0.8984,5.0,places
albopt,0.5024,5.0,places
albopt_pow2,0.5539,5.0,places
albopt_pow2_max_c,0.6448,5.0,places
random_sim,0.3207,5.0,places
greedy_sim,1.0184,5.0,places
albopt,0.1709,5.0,places
albopt_pow2,0.1282,5.0,places
albopt_pow2_max_c,0.2086,5.0,places
random_sim,0.6183,5.0,places
greedy_sim,0.6614,5.0,places
albopt,0.4258,5.0,places
albopt_pow2,0.4365,5.0,places
albopt_pow2_max_c,0.5631,5.0,places
random_sim,0.8535,5.0,places
greedy_sim,0.8715,5.0,places
albopt,0.5125,5.0,places
albopt_pow2,0.6405,5.0,places
albopt_pow2_max_c,0.6855,5.0,places
random_sim,0.9328,5.0,places
greedy_sim,1.3102,5.0,places
albopt,0.4183,5.0,places
albopt_pow2,0.6052,5.0,places
albopt_pow2_max_c,0.6696,5.0,places
random_sim,0.4101,5.0,places
greedy_sim,0.9508,5.0,places
albopt,0.4035,5.0,places
albopt_pow2,0.4631,5.0,places
albopt_pow2_max_c,0.4641,5.0,places
random_sim,0.7283,5.0,places
greedy_sim,0.9611,5.0,places
albopt,0.3498,5.0,places
albopt_pow2,0.3469,5.0,places
albopt_pow2_max_c,0.4747,5.0,places
random_sim,0.6925,5.0,places
greedy_sim,0.6076,5.0,places
albopt,0.7534,5.0,places
albopt_pow2,0.8929,5.0,places
albopt_pow2_max_c,0.9904,5.0,places
random_sim,1.1254,5.0,places
greedy_sim,1.8644,5.0,places
albopt,0.487,5.0,places
albopt_pow2,0.4993,5.0,places
albopt_pow2_max_c,0.5899,5.0,places
random_sim,0.7276,5.0,places
greedy_sim,1.0927,5.0,places
albopt,0.323,5.0,places
albopt_pow2,0.3637,5.0,places
albopt_pow2_max_c,0.4289,5.0,places
random_sim,0.7151,5.0,places
greedy_sim,0.5868,5.0,places
albopt,0.2441,5.0,places
albopt_pow2,0.3751,5.0,places
albopt_pow2_max_c,0.4582,5.0,places
random_sim,0.399,5.0,places
greedy_sim,0.9896,5.0,places
albopt,0.4835,5.0,places
albopt_pow2,0.5442,5.0,places
albopt_pow2_max_c,0.4586,5.0,places
random_sim,0.9386,5.0,places
greedy_sim,0.8927,5.0,places
albopt,0.3183,5.0,places
albopt_pow2,0.3979,5.0,places
albopt_pow2_max_c,0.4173,5.0,places
random_sim,0.393,5.0,places
greedy_sim,0.8161,5.0,places
albopt,0.371,5.0,places
albopt_pow2,0.3762,5.0,places
albopt_pow2_max_c,0.3301,5.0,places
random_sim,0.5754,5.0,places
greedy_sim,1.1869,5.0,places
albopt,0.2753,25.0,places
albopt_pow2,0.4071,25.0,places
albopt_pow2_max_c,0.5764,25.0,places
random_sim,0.7243,25.0,places
greedy_sim,0.3634,25.0,places
albopt,0.1702,25.0,places
albopt_pow2,0.2345,25.0,places
albopt_pow2_max_c,0.3065,25.0,places
random_sim,1.7637,25.0,places
greedy_sim,0.9045,25.0,places
albopt,0.5504,25.0,places
albopt_pow2,0.5725,25.0,places
albopt_pow2_max_c,0.6986,25.0,places
random_sim,0.5892,25.0,places
greedy_sim,0.5519,25.0,places
albopt,0.1209,25.0,places
albopt_pow2,0.2317,25.0,places
albopt_pow2_max_c,0.3037,25.0,places
random_sim,0.8215,25.0,places
greedy_sim,1.5365,25.0,places
albopt,0.2148,25.0,places
albopt_pow2,0.3706,25.0,places
albopt_pow2_max_c,0.4221,25.0,places
random_sim,0.4354,25.0,places
greedy_sim,0.9122,25.0,places
albopt,0.2334,25.0,places
albopt_pow2,0.369,25.0,places
albopt_pow2_max_c,0.3598,25.0,places
random_sim,0.17,25.0,places
greedy_sim,1.1264,25.0,places
albopt,0.2578,25.0,places
albopt_pow2,0.3523,25.0,places
albopt_pow2_max_c,0.3591,25.0,places
random_sim,0.2671,25.0,places
greedy_sim,1.2211,25.0,places
albopt,0.3064,25.0,places
albopt_pow2,0.2971,25.0,places
albopt_pow2_max_c,0.2838,25.0,places
random_sim,0.5474,25.0,places
greedy_sim,0.8295,25.0,places
albopt,0.7764,25.0,places
albopt_pow2,0.8936,25.0,places
albopt_pow2_max_c,1.0084,25.0,places
random_sim,0.4045,25.0,places
greedy_sim,1.525,25.0,places
albopt,0.3689,25.0,places
albopt_pow2,0.5445,25.0,places
albopt_pow2_max_c,0.6443,25.0,places
random_sim,0.2904,25.0,places
greedy_sim,1.4711,25.0,places
albopt,0.3714,25.0,places
albopt_pow2,0.4976,25.0,places
albopt_pow2_max_c,0.688,25.0,places
random_sim,0.5941,25.0,places
greedy_sim,0.7789,25.0,places
albopt,0.3799,25.0,places
albopt_pow2,0.5363,25.0,places
albopt_pow2_max_c,0.5889,25.0,places
random_sim,0.6172,25.0,places
greedy_sim,0.8302,25.0,places
albopt,0.3011,25.0,places
albopt_pow2,0.3952,25.0,places
albopt_pow2_max_c,0.3801,25.0,places
random_sim,0.5625,25.0,places
greedy_sim,1.2091,25.0,places
albopt,0.4086,25.0,places
albopt_pow2,0.5084,25.0,places
albopt_pow2_max_c,0.5168,25.0,places
random_sim,1.6239,25.0,places
greedy_sim,0.5938,25.0,places
albopt,0.1999,25.0,places
albopt_pow2,0.3228,25.0,places
albopt_pow2_max_c,0.2816,25.0,places
random_sim,0.8255,25.0,places
greedy_sim,0.5961,25.0,places
albopt,0.2117,25.0,places
albopt_pow2,0.2639,25.0,places
albopt_pow2_max_c,0.32,25.0,places
random_sim,0.5593,25.0,places
greedy_sim,0.8556,25.0,places
albopt,0.3593,25.0,places
albopt_pow2,0.5642,25.0,places
albopt_pow2_max_c,0.6599,25.0,places
random_sim,0.7458,25.0,places
greedy_sim,0.7945,25.0,places
albopt,0.1573,25.0,places
albopt_pow2,0.196,25.0,places
albopt_pow2_max_c,0.2657,25.0,places
random_sim,0.5194,25.0,places
greedy_sim,0.8943,25.0,places
albopt,0.3011,25.0,places
albopt_pow2,0.3225,25.0,places
albopt_pow2_max_c,0.4625,25.0,places
random_sim,0.4213,25.0,places
greedy_sim,0.9507,25.0,places
albopt,0.3535,25.0,places
albopt_pow2,0.4486,25.0,places
albopt_pow2_max_c,0.4556,25.0,places
random_sim,0.42,25.0,places
greedy_sim,1.2345,25.0,places
albopt,0.3116,25.0,places
albopt_pow2,0.4212,25.0,places
albopt_pow2_max_c,0.3617,25.0,places
random_sim,0.2211,25.0,places
greedy_sim,0.4487,25.0,places
albopt,0.3506,25.0,places
albopt_pow2,0.7529,25.0,places
albopt_pow2_max_c,0.886,25.0,places
random_sim,0.3226,25.0,places
greedy_sim,1.4417,25.0,places
albopt,0.3206,25.0,places
albopt_pow2,0.3636,25.0,places
albopt_pow2_max_c,0.4027,25.0,places
random_sim,0.4422,25.0,places
greedy_sim,0.9931,25.0,places
albopt,0.4199,25.0,places
albopt_pow2,0.3758,25.0,places
albopt_pow2_max_c,0.3142,25.0,places
random_sim,1.1966,25.0,places
greedy_sim,0.9489,25.0,places
albopt,0.2721,25.0,places
albopt_pow2,0.3605,25.0,places
albopt_pow2_max_c,0.4034,25.0,places
random_sim,0.8984,25.0,places
greedy_sim,0.8703,25.0,places
albopt,0.3606,25.0,places
albopt_pow2,0.573,25.0,places
albopt_pow2_max_c,0.7512,25.0,places
random_sim,0.457,25.0,places
